[2026-06-11 02:10:14] Initialized ContinuousLogger for MLPS.tabular.shared.dae_dnn.adp_search (Mode: width_to_depth)
[2026-06-11 02:10:14] Logs: MLPS/tabular/shared/dae_dnn/results/adp/w2d/repeat4_plus_sim_pred5_v1/repeat_01/simulation/cand_799_d7_w126/training_log.txt
[2026-06-11 02:10:14] CSV: MLPS/tabular/shared/dae_dnn/results/adp/w2d/repeat4_plus_sim_pred5_v1/repeat_01/simulation/cand_799_d7_w126/training_stats.csv
[2026-06-11 02:10:14] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 44] train_loss=0.013798 val_loss=0.002343 best=0.002343 es=0/10
[2026-06-11 02:10:15] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 44] train_loss=0.006373 val_loss=0.007222 best=0.007222 es=0/10
[2026-06-11 02:10:15] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 44] train_loss=0.008626 val_loss=0.009702 best=0.009702 es=0/10
[2026-06-11 02:10:15] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 44] train_loss=0.001801 val_loss=0.012698 best=0.012698 es=0/10
[2026-06-11 02:10:15] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 44] train_loss=0.003759 val_loss=0.013636 best=0.013636 es=0/10
[2026-06-11 02:10:16] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 44] train_loss=0.002846 val_loss=0.013788 best=0.013788 es=0/10
[2026-06-11 02:10:16] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 44] train_loss=0.004527 val_loss=0.011849 best=0.011849 es=0/10
[2026-06-11 02:10:16] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 44] train_loss=0.003084 val_loss=0.006041 best=0.006041 es=0/10
[2026-06-11 02:10:16] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 44] train_loss=0.001998 val_loss=0.002123 best=0.002123 es=0/10
[2026-06-11 02:10:16] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 44] train_loss=0.000927 val_loss=0.000677 best=0.000677 es=0/10
[2026-06-11 02:10:17] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 44] train_loss=0.002832 val_loss=0.000493 best=0.000493 es=0/10
[2026-06-11 02:10:17] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 44] train_loss=0.000998 val_loss=0.000290 best=0.000290 es=0/10
[2026-06-11 02:10:17] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 44] train_loss=0.001013 val_loss=0.000415 best=0.000415 es=0/10
[2026-06-11 02:10:17] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 44] train_loss=0.001698 val_loss=0.000246 best=0.000246 es=0/10
[2026-06-11 02:10:18] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 44] train_loss=0.001388 val_loss=0.000290 best=0.000290 es=0/10
[2026-06-11 02:10:18] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 44] train_loss=0.001182 val_loss=0.000229 best=0.000229 es=0/10
[2026-06-11 02:10:18] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 44] train_loss=0.002038 val_loss=0.000243 best=0.000243 es=0/10
[2026-06-11 02:10:18] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 44] train_loss=0.000598 val_loss=0.000471 best=0.000471 es=0/10
[2026-06-11 02:10:18] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 44] train_loss=0.001021 val_loss=0.000377 best=0.000377 es=0/10
[2026-06-11 02:10:19] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 44] train_loss=0.001990 val_loss=0.000286 best=0.000286 es=0/10
[2026-06-11 02:10:19] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 44] train_loss=0.001725 val_loss=0.000174 best=0.000174 es=0/10
[2026-06-11 02:10:19] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 44] train_loss=0.000470 val_loss=0.000278 best=0.000278 es=0/10
[2026-06-11 02:10:19] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 44] train_loss=0.000788 val_loss=0.000210 best=0.000210 es=0/10
[2026-06-11 02:10:19] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 44] train_loss=0.001103 val_loss=0.000227 best=0.000227 es=0/10
[2026-06-11 02:10:20] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 44] train_loss=0.003866 val_loss=0.000361 best=0.000361 es=0/10
[2026-06-11 02:10:20] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 44] train_loss=0.000383 val_loss=0.000471 best=0.000471 es=0/10
[2026-06-11 02:10:20] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 44] train_loss=0.003728 val_loss=0.000448 best=0.000448 es=0/10
[2026-06-11 02:10:20] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 44] train_loss=0.000615 val_loss=0.000239 best=0.000239 es=0/10
[2026-06-11 02:10:20] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 44] train_loss=0.001706 val_loss=0.000333 best=0.000333 es=0/10
[2026-06-11 02:10:20] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 44] train_loss=0.001706 val_loss=0.000352 best=0.000352 es=0/10
[2026-06-11 02:10:21] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 44] train_loss=0.001666 val_loss=0.000361 best=0.000361 es=0/10
