[2026-06-14 03:51:54] Initialized ContinuousLogger for MLPS.tabular.shared.dae_dnn.adp_search (Mode: width_to_depth)
[2026-06-14 03:51:54] Logs: MLPS/tabular/shared/dae_dnn/results/adp/w2d/main_without_denoising_v1/repeat_03/simulation/cand_837_d7_w126/training_log.txt
[2026-06-14 03:51:54] CSV: MLPS/tabular/shared/dae_dnn/results/adp/w2d/main_without_denoising_v1/repeat_03/simulation/cand_837_d7_w126/training_stats.csv
[2026-06-14 03:51:54] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 82] train_loss=0.008027 val_loss=0.003287 best=0.003287 es=0/10
[2026-06-14 03:51:55] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 82] train_loss=0.002153 val_loss=0.002551 best=0.002551 es=0/10
[2026-06-14 03:51:55] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 82] train_loss=0.005812 val_loss=0.003092 best=0.003092 es=0/10
[2026-06-14 03:51:56] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 82] train_loss=0.003307 val_loss=0.000612 best=0.000612 es=0/10
[2026-06-14 03:51:56] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 82] train_loss=0.001864 val_loss=0.002765 best=0.002765 es=0/10
[2026-06-14 03:51:56] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 82] train_loss=0.002002 val_loss=0.004967 best=0.004967 es=0/10
[2026-06-14 03:51:57] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 82] train_loss=0.002707 val_loss=0.001853 best=0.001853 es=0/10
[2026-06-14 03:51:57] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 82] train_loss=0.001993 val_loss=0.000435 best=0.000435 es=0/10
[2026-06-14 03:51:57] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 82] train_loss=0.003845 val_loss=0.001145 best=0.001145 es=0/10
[2026-06-14 03:51:58] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 82] train_loss=0.001340 val_loss=0.002799 best=0.002799 es=0/10
[2026-06-14 03:51:58] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 82] train_loss=0.001527 val_loss=0.002231 best=0.002231 es=0/10
[2026-06-14 03:51:58] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 82] train_loss=0.002258 val_loss=0.000862 best=0.000862 es=0/10
[2026-06-14 03:51:59] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 82] train_loss=0.001700 val_loss=0.000268 best=0.000268 es=0/10
[2026-06-14 03:51:59] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 82] train_loss=0.002720 val_loss=0.000336 best=0.000336 es=0/10
[2026-06-14 03:51:59] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 82] train_loss=0.000978 val_loss=0.000695 best=0.000695 es=0/10
[2026-06-14 03:52:00] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 82] train_loss=0.003234 val_loss=0.001048 best=0.001048 es=0/10
[2026-06-14 03:52:00] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 82] train_loss=0.001966 val_loss=0.000578 best=0.000578 es=0/10
[2026-06-14 03:52:01] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 82] train_loss=0.001131 val_loss=0.000539 best=0.000539 es=0/10
[2026-06-14 03:52:01] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 82] train_loss=0.001424 val_loss=0.000651 best=0.000651 es=0/10
[2026-06-14 03:52:01] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 82] train_loss=0.000665 val_loss=0.001198 best=0.001198 es=0/10
[2026-06-14 03:52:02] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 82] train_loss=0.006507 val_loss=0.001121 best=0.001121 es=0/10
[2026-06-14 03:52:02] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 82] train_loss=0.002978 val_loss=0.000411 best=0.000411 es=0/10
[2026-06-14 03:52:02] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 82] train_loss=0.001255 val_loss=0.000266 best=0.000266 es=0/10
