[2026-06-13 20:43:48] Initialized ContinuousLogger for MLPS.tabular.shared.dae_dnn.adp_search (Mode: width_to_depth)
[2026-06-13 20:43:48] Logs: MLPS/tabular/shared/dae_dnn/results/adp/w2d/denoising_plus_sim5_v1/repeat_05/simulation/cand_188_d3_w81/training_log.txt
[2026-06-13 20:43:48] CSV: MLPS/tabular/shared/dae_dnn/results/adp/w2d/denoising_plus_sim5_v1/repeat_05/simulation/cand_188_d3_w81/training_stats.csv
[2026-06-13 20:43:48] Epoch 1 | architecture=[81, 81, 27] train_loss=0.007095 val_loss=0.009897 best=0.009897 es=0/10
[2026-06-13 20:43:48] Epoch 1 | architecture=[81, 81, 27] train_loss=0.005034 val_loss=0.007608 best=0.007608 es=0/10
[2026-06-13 20:43:48] Epoch 1 | architecture=[81, 81, 27] train_loss=0.006801 val_loss=0.003111 best=0.003111 es=0/10
[2026-06-13 20:43:48] Epoch 1 | architecture=[81, 81, 27] train_loss=0.004877 val_loss=0.008159 best=0.008159 es=0/10
[2026-06-13 20:43:49] Epoch 1 | architecture=[81, 81, 27] train_loss=0.004391 val_loss=0.007654 best=0.007654 es=0/10
[2026-06-13 20:43:49] Epoch 1 | architecture=[81, 81, 27] train_loss=0.003281 val_loss=0.002618 best=0.002618 es=0/10
[2026-06-13 20:43:49] Epoch 1 | architecture=[81, 81, 27] train_loss=0.002651 val_loss=0.004499 best=0.004499 es=0/10
[2026-06-13 20:43:50] Epoch 1 | architecture=[81, 81, 27] train_loss=0.003896 val_loss=0.003175 best=0.003175 es=0/10
[2026-06-13 20:43:50] Epoch 1 | architecture=[81, 81, 27] train_loss=0.002413 val_loss=0.002360 best=0.002360 es=0/10
[2026-06-13 20:43:50] Epoch 1 | architecture=[81, 81, 27] train_loss=0.001795 val_loss=0.004830 best=0.004830 es=0/10
[2026-06-13 20:43:50] Epoch 1 | architecture=[81, 81, 27] train_loss=0.003861 val_loss=0.002323 best=0.002323 es=0/10
[2026-06-13 20:43:50] Epoch 1 | architecture=[81, 81, 27] train_loss=0.001391 val_loss=0.001869 best=0.001869 es=0/10
[2026-06-13 20:43:51] Epoch 1 | architecture=[81, 81, 27] train_loss=0.002199 val_loss=0.001612 best=0.001612 es=0/10
[2026-06-13 20:43:51] Epoch 1 | architecture=[81, 81, 27] train_loss=0.002215 val_loss=0.001295 best=0.001295 es=0/10
[2026-06-13 20:43:51] Epoch 1 | architecture=[81, 81, 27] train_loss=0.001384 val_loss=0.001310 best=0.001310 es=0/10
[2026-06-13 20:43:51] Epoch 1 | architecture=[81, 81, 27] train_loss=0.001409 val_loss=0.001575 best=0.001575 es=0/10
[2026-06-13 20:43:51] Epoch 1 | architecture=[81, 81, 27] train_loss=0.002741 val_loss=0.001459 best=0.001459 es=0/10
[2026-06-13 20:43:52] Epoch 1 | architecture=[81, 81, 27] train_loss=0.001064 val_loss=0.001399 best=0.001399 es=0/10
[2026-06-13 20:43:52] Epoch 1 | architecture=[81, 81, 27] train_loss=0.001119 val_loss=0.001472 best=0.001472 es=0/10
[2026-06-13 20:43:52] Epoch 1 | architecture=[81, 81, 27] train_loss=0.001348 val_loss=0.001252 best=0.001252 es=0/10
[2026-06-13 20:43:52] Epoch 1 | architecture=[81, 81, 27] train_loss=0.001786 val_loss=0.001463 best=0.001463 es=0/10
[2026-06-13 20:43:53] Epoch 1 | architecture=[81, 81, 27] train_loss=0.001613 val_loss=0.001618 best=0.001618 es=0/10
[2026-06-13 20:43:53] Epoch 1 | architecture=[81, 81, 27] train_loss=0.002249 val_loss=0.001544 best=0.001544 es=0/10
[2026-06-13 20:43:53] Epoch 1 | architecture=[81, 81, 27] train_loss=0.001422 val_loss=0.001441 best=0.001441 es=0/10
