[2026-06-15 08:21:54] Initialized ContinuousLogger for MLPS.tabular.shared.dae_dnn.adp_search (Mode: width_to_depth)
[2026-06-15 08:21:54] Logs: MLPS/tabular/shared/dae_dnn/results/adp/w2d/main_without_denoising_v1/repeat_04/simulation/cand_618_d6_w116/training_log.txt
[2026-06-15 08:21:54] CSV: MLPS/tabular/shared/dae_dnn/results/adp/w2d/main_without_denoising_v1/repeat_04/simulation/cand_618_d6_w116/training_stats.csv
[2026-06-15 08:21:54] Epoch 1 | architecture=[116, 116, 116, 116, 116, 39] train_loss=0.007217 val_loss=0.002130 best=0.002130 es=0/10
[2026-06-15 08:21:54] Epoch 1 | architecture=[116, 116, 116, 116, 116, 39] train_loss=0.003505 val_loss=0.002617 best=0.002617 es=0/10
[2026-06-15 08:21:55] Epoch 1 | architecture=[116, 116, 116, 116, 116, 39] train_loss=0.004247 val_loss=0.003148 best=0.003148 es=0/10
[2026-06-15 08:21:55] Epoch 1 | architecture=[116, 116, 116, 116, 116, 39] train_loss=0.002658 val_loss=0.002502 best=0.002502 es=0/10
[2026-06-15 08:21:55] Epoch 1 | architecture=[116, 116, 116, 116, 116, 39] train_loss=0.004980 val_loss=0.000949 best=0.000949 es=0/10
[2026-06-15 08:21:55] Epoch 1 | architecture=[116, 116, 116, 116, 116, 39] train_loss=0.001813 val_loss=0.001028 best=0.001028 es=0/10
[2026-06-15 08:21:56] Epoch 1 | architecture=[116, 116, 116, 116, 116, 39] train_loss=0.002993 val_loss=0.002818 best=0.002818 es=0/10
[2026-06-15 08:21:56] Epoch 1 | architecture=[116, 116, 116, 116, 116, 39] train_loss=0.002325 val_loss=0.002009 best=0.002009 es=0/10
[2026-06-15 08:21:57] Epoch 1 | architecture=[116, 116, 116, 116, 116, 39] train_loss=0.000849 val_loss=0.001121 best=0.001121 es=0/10
[2026-06-15 08:21:57] Epoch 1 | architecture=[116, 116, 116, 116, 116, 39] train_loss=0.001830 val_loss=0.000884 best=0.000884 es=0/10
[2026-06-15 08:21:57] Epoch 1 | architecture=[116, 116, 116, 116, 116, 39] train_loss=0.001345 val_loss=0.000428 best=0.000428 es=0/10
[2026-06-15 08:21:57] Epoch 1 | architecture=[116, 116, 116, 116, 116, 39] train_loss=0.002967 val_loss=0.000847 best=0.000847 es=0/10
[2026-06-15 08:21:58] Epoch 1 | architecture=[116, 116, 116, 116, 116, 39] train_loss=0.001787 val_loss=0.000887 best=0.000887 es=0/10
[2026-06-15 08:21:58] Epoch 1 | architecture=[116, 116, 116, 116, 116, 39] train_loss=0.001507 val_loss=0.000526 best=0.000526 es=0/10
[2026-06-15 08:21:58] Epoch 1 | architecture=[116, 116, 116, 116, 116, 39] train_loss=0.001684 val_loss=0.000442 best=0.000442 es=0/10
[2026-06-15 08:21:59] Epoch 1 | architecture=[116, 116, 116, 116, 116, 39] train_loss=0.002525 val_loss=0.000646 best=0.000646 es=0/10
[2026-06-15 08:21:59] Epoch 1 | architecture=[116, 116, 116, 116, 116, 39] train_loss=0.001489 val_loss=0.000854 best=0.000854 es=0/10
[2026-06-15 08:21:59] Epoch 1 | architecture=[116, 116, 116, 116, 116, 39] train_loss=0.001116 val_loss=0.000909 best=0.000909 es=0/10
[2026-06-15 08:21:59] Epoch 1 | architecture=[116, 116, 116, 116, 116, 39] train_loss=0.001677 val_loss=0.000611 best=0.000611 es=0/10
[2026-06-15 08:22:00] Epoch 1 | architecture=[116, 116, 116, 116, 116, 39] train_loss=0.001627 val_loss=0.000545 best=0.000545 es=0/10
[2026-06-15 08:22:00] Epoch 1 | architecture=[116, 116, 116, 116, 116, 39] train_loss=0.001484 val_loss=0.000460 best=0.000460 es=0/10
