[2026-06-11 01:05:55] Initialized ContinuousLogger for MLPS.tabular.shared.dae_dnn.adp_search (Mode: width_to_depth)
[2026-06-11 01:05:55] Logs: MLPS/tabular/shared/dae_dnn/results/adp/w2d/repeat4_plus_sim_pred5_v1/repeat_01/simulation/cand_202_d3_w81/training_log.txt
[2026-06-11 01:05:55] CSV: MLPS/tabular/shared/dae_dnn/results/adp/w2d/repeat4_plus_sim_pred5_v1/repeat_01/simulation/cand_202_d3_w81/training_stats.csv
[2026-06-11 01:05:55] Epoch 1 | architecture=[81, 81, 41] train_loss=0.009435 val_loss=0.018214 best=0.018214 es=0/10
[2026-06-11 01:05:55] Epoch 1 | architecture=[81, 81, 41] train_loss=0.006403 val_loss=0.009131 best=0.009131 es=0/10
[2026-06-11 01:05:55] Epoch 1 | architecture=[81, 81, 41] train_loss=0.005193 val_loss=0.005634 best=0.005634 es=0/10
[2026-06-11 01:05:56] Epoch 1 | architecture=[81, 81, 41] train_loss=0.005667 val_loss=0.007218 best=0.007218 es=0/10
[2026-06-11 01:05:56] Epoch 1 | architecture=[81, 81, 41] train_loss=0.003325 val_loss=0.009051 best=0.009051 es=0/10
[2026-06-11 01:05:56] Epoch 1 | architecture=[81, 81, 41] train_loss=0.003501 val_loss=0.006518 best=0.006518 es=0/10
[2026-06-11 01:05:56] Epoch 1 | architecture=[81, 81, 41] train_loss=0.003288 val_loss=0.002666 best=0.002666 es=0/10
[2026-06-11 01:05:56] Epoch 1 | architecture=[81, 81, 41] train_loss=0.002512 val_loss=0.002465 best=0.002465 es=0/10
[2026-06-11 01:05:57] Epoch 1 | architecture=[81, 81, 41] train_loss=0.003670 val_loss=0.001682 best=0.001682 es=0/10
[2026-06-11 01:05:57] Epoch 1 | architecture=[81, 81, 41] train_loss=0.001621 val_loss=0.001779 best=0.001779 es=0/10
[2026-06-11 01:05:57] Epoch 1 | architecture=[81, 81, 41] train_loss=0.001345 val_loss=0.002765 best=0.002765 es=0/10
[2026-06-11 01:05:57] Epoch 1 | architecture=[81, 81, 41] train_loss=0.001994 val_loss=0.002224 best=0.002224 es=0/10
[2026-06-11 01:05:57] Epoch 1 | architecture=[81, 81, 41] train_loss=0.001141 val_loss=0.001480 best=0.001480 es=0/10
[2026-06-11 01:05:58] Epoch 1 | architecture=[81, 81, 41] train_loss=0.001072 val_loss=0.001265 best=0.001265 es=0/10
[2026-06-11 01:05:58] Epoch 1 | architecture=[81, 81, 41] train_loss=0.001844 val_loss=0.001098 best=0.001098 es=0/10
[2026-06-11 01:05:58] Epoch 1 | architecture=[81, 81, 41] train_loss=0.001845 val_loss=0.001047 best=0.001047 es=0/10
[2026-06-11 01:05:58] Epoch 1 | architecture=[81, 81, 41] train_loss=0.002694 val_loss=0.001347 best=0.001347 es=0/10
[2026-06-11 01:05:58] Epoch 1 | architecture=[81, 81, 41] train_loss=0.001148 val_loss=0.001084 best=0.001084 es=0/10
[2026-06-11 01:05:59] Epoch 1 | architecture=[81, 81, 41] train_loss=0.001471 val_loss=0.000967 best=0.000967 es=0/10
[2026-06-11 01:05:59] Epoch 1 | architecture=[81, 81, 41] train_loss=0.001304 val_loss=0.001149 best=0.001149 es=0/10
[2026-06-11 01:05:59] Epoch 1 | architecture=[81, 81, 41] train_loss=0.001436 val_loss=0.001030 best=0.001030 es=0/10
[2026-06-11 01:05:59] Epoch 1 | architecture=[81, 81, 41] train_loss=0.001090 val_loss=0.001165 best=0.001165 es=0/10
[2026-06-11 01:05:59] Epoch 1 | architecture=[81, 81, 41] train_loss=0.001440 val_loss=0.001016 best=0.001016 es=0/10
[2026-06-11 01:06:00] Epoch 1 | architecture=[81, 81, 41] train_loss=0.001217 val_loss=0.000898 best=0.000898 es=0/10
[2026-06-11 01:06:00] Epoch 1 | architecture=[81, 81, 41] train_loss=0.001060 val_loss=0.001197 best=0.001197 es=0/10
[2026-06-11 01:06:00] Epoch 1 | architecture=[81, 81, 41] train_loss=0.002445 val_loss=0.000954 best=0.000954 es=0/10
[2026-06-11 01:06:00] Epoch 1 | architecture=[81, 81, 41] train_loss=0.001239 val_loss=0.001042 best=0.001042 es=0/10
[2026-06-11 01:06:00] Epoch 1 | architecture=[81, 81, 41] train_loss=0.001183 val_loss=0.000989 best=0.000989 es=0/10
[2026-06-11 01:06:01] Epoch 1 | architecture=[81, 81, 41] train_loss=0.001787 val_loss=0.001092 best=0.001092 es=0/10
