[2026-06-14 03:01:14] Initialized ContinuousLogger for MLPS.tabular.shared.dae_dnn.adp_search (Mode: width_to_depth)
[2026-06-14 03:01:14] Logs: MLPS/tabular/shared/dae_dnn/results/adp/w2d/main_without_denoising_v1/repeat_03/simulation/cand_494_d5_w106/training_log.txt
[2026-06-14 03:01:14] CSV: MLPS/tabular/shared/dae_dnn/results/adp/w2d/main_without_denoising_v1/repeat_03/simulation/cand_494_d5_w106/training_stats.csv
[2026-06-14 03:01:14] Epoch 1 | architecture=[106, 106, 106, 106, 71] train_loss=0.005710 val_loss=0.006638 best=0.006638 es=0/10
[2026-06-14 03:01:14] Epoch 1 | architecture=[106, 106, 106, 106, 71] train_loss=0.002079 val_loss=0.002359 best=0.002359 es=0/10
[2026-06-14 03:01:15] Epoch 1 | architecture=[106, 106, 106, 106, 71] train_loss=0.005508 val_loss=0.001714 best=0.001714 es=0/10
[2026-06-14 03:01:15] Epoch 1 | architecture=[106, 106, 106, 106, 71] train_loss=0.002293 val_loss=0.001498 best=0.001498 es=0/10
[2026-06-14 03:01:16] Epoch 1 | architecture=[106, 106, 106, 106, 71] train_loss=0.001210 val_loss=0.001888 best=0.001888 es=0/10
[2026-06-14 03:01:16] Epoch 1 | architecture=[106, 106, 106, 106, 71] train_loss=0.001261 val_loss=0.002360 best=0.002360 es=0/10
[2026-06-14 03:01:16] Epoch 1 | architecture=[106, 106, 106, 106, 71] train_loss=0.001941 val_loss=0.001150 best=0.001150 es=0/10
[2026-06-14 03:01:16] Epoch 1 | architecture=[106, 106, 106, 106, 71] train_loss=0.000962 val_loss=0.000440 best=0.000440 es=0/10
[2026-06-14 03:01:17] Epoch 1 | architecture=[106, 106, 106, 106, 71] train_loss=0.000989 val_loss=0.000505 best=0.000505 es=0/10
[2026-06-14 03:01:17] Epoch 1 | architecture=[106, 106, 106, 106, 71] train_loss=0.001658 val_loss=0.000647 best=0.000647 es=0/10
[2026-06-14 03:01:17] Epoch 1 | architecture=[106, 106, 106, 106, 71] train_loss=0.002304 val_loss=0.000676 best=0.000676 es=0/10
[2026-06-14 03:01:18] Epoch 1 | architecture=[106, 106, 106, 106, 71] train_loss=0.001281 val_loss=0.000871 best=0.000871 es=0/10
[2026-06-14 03:01:18] Epoch 1 | architecture=[106, 106, 106, 106, 71] train_loss=0.001186 val_loss=0.000736 best=0.000736 es=0/10
[2026-06-14 03:01:18] Epoch 1 | architecture=[106, 106, 106, 106, 71] train_loss=0.000820 val_loss=0.000229 best=0.000229 es=0/10
[2026-06-14 03:01:18] Epoch 1 | architecture=[106, 106, 106, 106, 71] train_loss=0.001203 val_loss=0.000483 best=0.000483 es=0/10
[2026-06-14 03:01:19] Epoch 1 | architecture=[106, 106, 106, 106, 71] train_loss=0.003300 val_loss=0.000572 best=0.000572 es=0/10
[2026-06-14 03:01:19] Epoch 1 | architecture=[106, 106, 106, 106, 71] train_loss=0.001010 val_loss=0.000586 best=0.000586 es=0/10
[2026-06-14 03:01:19] Epoch 1 | architecture=[106, 106, 106, 106, 71] train_loss=0.001588 val_loss=0.000621 best=0.000621 es=0/10
[2026-06-14 03:01:20] Epoch 1 | architecture=[106, 106, 106, 106, 71] train_loss=0.000576 val_loss=0.000504 best=0.000504 es=0/10
[2026-06-14 03:01:20] Epoch 1 | architecture=[106, 106, 106, 106, 71] train_loss=0.001620 val_loss=0.000532 best=0.000532 es=0/10
[2026-06-14 03:01:20] Epoch 1 | architecture=[106, 106, 106, 106, 71] train_loss=0.001113 val_loss=0.000391 best=0.000391 es=0/10
[2026-06-14 03:01:21] Epoch 1 | architecture=[106, 106, 106, 106, 71] train_loss=0.000801 val_loss=0.000711 best=0.000711 es=0/10
[2026-06-14 03:01:21] Epoch 1 | architecture=[106, 106, 106, 106, 71] train_loss=0.000973 val_loss=0.000338 best=0.000338 es=0/10
[2026-06-14 03:01:21] Epoch 1 | architecture=[106, 106, 106, 106, 71] train_loss=0.001702 val_loss=0.000612 best=0.000612 es=0/10
