[2026-06-15 08:23:55] Initialized ContinuousLogger for MLPS.tabular.shared.dae_dnn.adp_search (Mode: width_to_depth)
[2026-06-15 08:23:55] Logs: MLPS/tabular/shared/dae_dnn/results/adp/w2d/main_without_denoising_v1/repeat_04/simulation/cand_634_d6_w116/training_log.txt
[2026-06-15 08:23:55] CSV: MLPS/tabular/shared/dae_dnn/results/adp/w2d/main_without_denoising_v1/repeat_04/simulation/cand_634_d6_w116/training_stats.csv
[2026-06-15 08:23:55] Epoch 1 | architecture=[116, 116, 116, 116, 116, 55] train_loss=0.011891 val_loss=0.003223 best=0.003223 es=0/10
[2026-06-15 08:23:56] Epoch 1 | architecture=[116, 116, 116, 116, 116, 55] train_loss=0.002844 val_loss=0.002524 best=0.002524 es=0/10
[2026-06-15 08:23:56] Epoch 1 | architecture=[116, 116, 116, 116, 116, 55] train_loss=0.003435 val_loss=0.003579 best=0.003579 es=0/10
[2026-06-15 08:23:56] Epoch 1 | architecture=[116, 116, 116, 116, 116, 55] train_loss=0.004809 val_loss=0.003722 best=0.003722 es=0/10
[2026-06-15 08:23:56] Epoch 1 | architecture=[116, 116, 116, 116, 116, 55] train_loss=0.003512 val_loss=0.002128 best=0.002128 es=0/10
[2026-06-15 08:23:56] Epoch 1 | architecture=[116, 116, 116, 116, 116, 55] train_loss=0.002466 val_loss=0.000860 best=0.000860 es=0/10
[2026-06-15 08:23:57] Epoch 1 | architecture=[116, 116, 116, 116, 116, 55] train_loss=0.004450 val_loss=0.000673 best=0.000673 es=0/10
[2026-06-15 08:23:57] Epoch 1 | architecture=[116, 116, 116, 116, 116, 55] train_loss=0.000917 val_loss=0.001216 best=0.001216 es=0/10
[2026-06-15 08:23:57] Epoch 1 | architecture=[116, 116, 116, 116, 116, 55] train_loss=0.002486 val_loss=0.001097 best=0.001097 es=0/10
[2026-06-15 08:23:57] Epoch 1 | architecture=[116, 116, 116, 116, 116, 55] train_loss=0.001097 val_loss=0.000666 best=0.000666 es=0/10
[2026-06-15 08:23:58] Epoch 1 | architecture=[116, 116, 116, 116, 116, 55] train_loss=0.003146 val_loss=0.000536 best=0.000536 es=0/10
[2026-06-15 08:23:58] Epoch 1 | architecture=[116, 116, 116, 116, 116, 55] train_loss=0.002037 val_loss=0.000457 best=0.000457 es=0/10
[2026-06-15 08:23:58] Epoch 1 | architecture=[116, 116, 116, 116, 116, 55] train_loss=0.002750 val_loss=0.000978 best=0.000978 es=0/10
[2026-06-15 08:23:58] Epoch 1 | architecture=[116, 116, 116, 116, 116, 55] train_loss=0.002771 val_loss=0.000615 best=0.000615 es=0/10
[2026-06-15 08:23:59] Epoch 1 | architecture=[116, 116, 116, 116, 116, 55] train_loss=0.002113 val_loss=0.000715 best=0.000715 es=0/10
[2026-06-15 08:23:59] Epoch 1 | architecture=[116, 116, 116, 116, 116, 55] train_loss=0.001711 val_loss=0.000433 best=0.000433 es=0/10
[2026-06-15 08:23:59] Epoch 1 | architecture=[116, 116, 116, 116, 116, 55] train_loss=0.002064 val_loss=0.000550 best=0.000550 es=0/10
[2026-06-15 08:23:59] Epoch 1 | architecture=[116, 116, 116, 116, 116, 55] train_loss=0.001784 val_loss=0.000505 best=0.000505 es=0/10
[2026-06-15 08:24:00] Epoch 1 | architecture=[116, 116, 116, 116, 116, 55] train_loss=0.003124 val_loss=0.000291 best=0.000291 es=0/10
[2026-06-15 08:24:00] Epoch 1 | architecture=[116, 116, 116, 116, 116, 55] train_loss=0.001256 val_loss=0.000429 best=0.000429 es=0/10
[2026-06-15 08:24:00] Epoch 1 | architecture=[116, 116, 116, 116, 116, 55] train_loss=0.000908 val_loss=0.000473 best=0.000473 es=0/10
[2026-06-15 08:24:00] Epoch 1 | architecture=[116, 116, 116, 116, 116, 55] train_loss=0.000993 val_loss=0.000352 best=0.000352 es=0/10
[2026-06-15 08:24:00] Epoch 1 | architecture=[116, 116, 116, 116, 116, 55] train_loss=0.001383 val_loss=0.000402 best=0.000402 es=0/10
[2026-06-15 08:24:01] Epoch 1 | architecture=[116, 116, 116, 116, 116, 55] train_loss=0.000348 val_loss=0.000332 best=0.000332 es=0/10
[2026-06-15 08:24:01] Epoch 1 | architecture=[116, 116, 116, 116, 116, 55] train_loss=0.000936 val_loss=0.000280 best=0.000280 es=0/10
[2026-06-15 08:24:01] Epoch 1 | architecture=[116, 116, 116, 116, 116, 55] train_loss=0.001013 val_loss=0.000286 best=0.000286 es=0/10
[2026-06-15 08:24:01] Epoch 1 | architecture=[116, 116, 116, 116, 116, 55] train_loss=0.001002 val_loss=0.000266 best=0.000266 es=0/10
[2026-06-15 08:24:02] Epoch 1 | architecture=[116, 116, 116, 116, 116, 55] train_loss=0.001012 val_loss=0.000207 best=0.000207 es=0/10
[2026-06-15 08:24:02] Epoch 1 | architecture=[116, 116, 116, 116, 116, 55] train_loss=0.000977 val_loss=0.000349 best=0.000349 es=0/10
