[2026-06-13 21:06:46] Initialized ContinuousLogger for MLPS.tabular.shared.dae_dnn.adp_search (Mode: width_to_depth)
[2026-06-13 21:06:46] Logs: MLPS/tabular/shared/dae_dnn/results/adp/w2d/denoising_plus_sim5_v1/repeat_05/simulation/cand_412_d4_w104/training_log.txt
[2026-06-13 21:06:46] CSV: MLPS/tabular/shared/dae_dnn/results/adp/w2d/denoising_plus_sim5_v1/repeat_05/simulation/cand_412_d4_w104/training_stats.csv
[2026-06-13 21:06:47] Epoch 1 | architecture=[104, 103, 103, 103] train_loss=0.006953 val_loss=0.004271 best=0.004271 es=0/10
[2026-06-13 21:06:47] Epoch 1 | architecture=[104, 103, 103, 103] train_loss=0.004671 val_loss=0.008320 best=0.008320 es=0/10
[2026-06-13 21:06:47] Epoch 1 | architecture=[104, 103, 103, 103] train_loss=0.004607 val_loss=0.004027 best=0.004027 es=0/10
[2026-06-13 21:06:47] Epoch 1 | architecture=[104, 103, 103, 103] train_loss=0.003307 val_loss=0.001893 best=0.001893 es=0/10
[2026-06-13 21:06:47] Epoch 1 | architecture=[104, 103, 103, 103] train_loss=0.001554 val_loss=0.003375 best=0.003375 es=0/10
[2026-06-13 21:06:48] Epoch 1 | architecture=[104, 103, 103, 103] train_loss=0.001903 val_loss=0.002297 best=0.002297 es=0/10
[2026-06-13 21:06:48] Epoch 1 | architecture=[104, 103, 103, 103] train_loss=0.001504 val_loss=0.001585 best=0.001585 es=0/10
[2026-06-13 21:06:48] Epoch 1 | architecture=[104, 103, 103, 103] train_loss=0.001510 val_loss=0.001469 best=0.001469 es=0/10
[2026-06-13 21:06:48] Epoch 1 | architecture=[104, 103, 103, 103] train_loss=0.000937 val_loss=0.000995 best=0.000995 es=0/10
[2026-06-13 21:06:48] Epoch 1 | architecture=[104, 103, 103, 103] train_loss=0.001583 val_loss=0.000875 best=0.000875 es=0/10
[2026-06-13 21:06:49] Epoch 1 | architecture=[104, 103, 103, 103] train_loss=0.001334 val_loss=0.000618 best=0.000618 es=0/10
[2026-06-13 21:06:49] Epoch 1 | architecture=[104, 103, 103, 103] train_loss=0.000619 val_loss=0.000821 best=0.000821 es=0/10
[2026-06-13 21:06:49] Epoch 1 | architecture=[104, 103, 103, 103] train_loss=0.000969 val_loss=0.000897 best=0.000897 es=0/10
[2026-06-13 21:06:49] Epoch 1 | architecture=[104, 103, 103, 103] train_loss=0.001279 val_loss=0.000621 best=0.000621 es=0/10
[2026-06-13 21:06:49] Epoch 1 | architecture=[104, 103, 103, 103] train_loss=0.000393 val_loss=0.000575 best=0.000575 es=0/10
[2026-06-13 21:06:49] Epoch 1 | architecture=[104, 103, 103, 103] train_loss=0.000504 val_loss=0.000600 best=0.000600 es=0/10
[2026-06-13 21:06:50] Epoch 1 | architecture=[104, 103, 103, 103] train_loss=0.000858 val_loss=0.000489 best=0.000489 es=0/10
[2026-06-13 21:06:50] Epoch 1 | architecture=[104, 103, 103, 103] train_loss=0.001574 val_loss=0.000503 best=0.000503 es=0/10
[2026-06-13 21:06:50] Epoch 1 | architecture=[104, 103, 103, 103] train_loss=0.000737 val_loss=0.000496 best=0.000496 es=0/10
[2026-06-13 21:06:50] Epoch 1 | architecture=[104, 103, 103, 103] train_loss=0.000762 val_loss=0.000460 best=0.000460 es=0/10
[2026-06-13 21:06:50] Epoch 1 | architecture=[104, 103, 103, 103] train_loss=0.000528 val_loss=0.000471 best=0.000471 es=0/10
[2026-06-13 21:06:51] Epoch 1 | architecture=[104, 103, 103, 103] train_loss=0.000385 val_loss=0.000405 best=0.000405 es=0/10
[2026-06-13 21:06:51] Epoch 1 | architecture=[104, 103, 103, 103] train_loss=0.000361 val_loss=0.000395 best=0.000395 es=0/10
[2026-06-13 21:06:51] Epoch 1 | architecture=[104, 103, 103, 103] train_loss=0.000368 val_loss=0.000429 best=0.000429 es=0/10
[2026-06-13 21:06:51] Epoch 1 | architecture=[104, 103, 103, 103] train_loss=0.000419 val_loss=0.000390 best=0.000390 es=0/10
[2026-06-13 21:06:51] Epoch 1 | architecture=[104, 103, 103, 103] train_loss=0.000640 val_loss=0.000427 best=0.000427 es=0/10
[2026-06-13 21:06:52] Epoch 1 | architecture=[104, 103, 103, 103] train_loss=0.000452 val_loss=0.000425 best=0.000425 es=0/10
