[2026-06-14 03:57:44] Initialized ContinuousLogger for MLPS.tabular.shared.dae_dnn.adp_search (Mode: width_to_depth)
[2026-06-14 03:57:44] Logs: MLPS/tabular/shared/dae_dnn/results/adp/w2d/main_without_denoising_v1/repeat_03/simulation/cand_881_d7_w126/training_log.txt
[2026-06-14 03:57:44] CSV: MLPS/tabular/shared/dae_dnn/results/adp/w2d/main_without_denoising_v1/repeat_03/simulation/cand_881_d7_w126/training_stats.csv
[2026-06-14 03:57:44] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 126] train_loss=0.007479 val_loss=0.002580 best=0.002580 es=0/10
[2026-06-14 03:57:45] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 126] train_loss=0.002847 val_loss=0.004220 best=0.004220 es=0/10
[2026-06-14 03:57:45] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 126] train_loss=0.002490 val_loss=0.001966 best=0.001966 es=0/10
[2026-06-14 03:57:45] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 126] train_loss=0.001591 val_loss=0.000615 best=0.000615 es=0/10
[2026-06-14 03:57:46] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 126] train_loss=0.002326 val_loss=0.000471 best=0.000471 es=0/10
[2026-06-14 03:57:46] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 126] train_loss=0.003305 val_loss=0.000740 best=0.000740 es=0/10
[2026-06-14 03:57:46] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 126] train_loss=0.000923 val_loss=0.000774 best=0.000774 es=0/10
[2026-06-14 03:57:47] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 126] train_loss=0.001136 val_loss=0.001534 best=0.001534 es=0/10
[2026-06-14 03:57:47] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 126] train_loss=0.001961 val_loss=0.000964 best=0.000964 es=0/10
[2026-06-14 03:57:48] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 126] train_loss=0.001164 val_loss=0.000565 best=0.000565 es=0/10
[2026-06-14 03:57:48] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 126] train_loss=0.001004 val_loss=0.000189 best=0.000189 es=0/10
[2026-06-14 03:57:48] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 126] train_loss=0.000741 val_loss=0.000523 best=0.000523 es=0/10
[2026-06-14 03:57:49] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 126] train_loss=0.002198 val_loss=0.000715 best=0.000715 es=0/10
[2026-06-14 03:57:49] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 126] train_loss=0.002047 val_loss=0.000220 best=0.000220 es=0/10
[2026-06-14 03:57:49] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 126] train_loss=0.000714 val_loss=0.000781 best=0.000781 es=0/10
[2026-06-14 03:57:50] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 126] train_loss=0.002342 val_loss=0.000824 best=0.000824 es=0/10
[2026-06-14 03:57:50] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 126] train_loss=0.000867 val_loss=0.000426 best=0.000426 es=0/10
[2026-06-14 03:57:50] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 126] train_loss=0.001035 val_loss=0.000321 best=0.000321 es=0/10
[2026-06-14 03:57:51] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 126] train_loss=0.000407 val_loss=0.000271 best=0.000271 es=0/10
[2026-06-14 03:57:51] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 126] train_loss=0.001398 val_loss=0.000305 best=0.000305 es=0/10
[2026-06-14 03:57:52] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 126] train_loss=0.004221 val_loss=0.000162 best=0.000162 es=0/10
