[2026-06-13 20:44:35] Initialized ContinuousLogger for MLPS.tabular.shared.dae_dnn.adp_search (Mode: width_to_depth)
[2026-06-13 20:44:35] Logs: MLPS/tabular/shared/dae_dnn/results/adp/w2d/denoising_plus_sim5_v1/repeat_05/simulation/cand_195_d3_w81/training_log.txt
[2026-06-13 20:44:35] CSV: MLPS/tabular/shared/dae_dnn/results/adp/w2d/denoising_plus_sim5_v1/repeat_05/simulation/cand_195_d3_w81/training_stats.csv
[2026-06-13 20:44:35] Epoch 1 | architecture=[81, 81, 34] train_loss=0.011807 val_loss=0.010505 best=0.010505 es=0/10
[2026-06-13 20:44:35] Epoch 1 | architecture=[81, 81, 34] train_loss=0.006560 val_loss=0.006957 best=0.006957 es=0/10
[2026-06-13 20:44:36] Epoch 1 | architecture=[81, 81, 34] train_loss=0.005647 val_loss=0.003072 best=0.003072 es=0/10
[2026-06-13 20:44:36] Epoch 1 | architecture=[81, 81, 34] train_loss=0.003450 val_loss=0.007784 best=0.007784 es=0/10
[2026-06-13 20:44:36] Epoch 1 | architecture=[81, 81, 34] train_loss=0.004648 val_loss=0.005522 best=0.005522 es=0/10
[2026-06-13 20:44:36] Epoch 1 | architecture=[81, 81, 34] train_loss=0.003859 val_loss=0.003626 best=0.003626 es=0/10
[2026-06-13 20:44:36] Epoch 1 | architecture=[81, 81, 34] train_loss=0.002241 val_loss=0.002855 best=0.002855 es=0/10
[2026-06-13 20:44:36] Epoch 1 | architecture=[81, 81, 34] train_loss=0.002323 val_loss=0.003375 best=0.003375 es=0/10
[2026-06-13 20:44:37] Epoch 1 | architecture=[81, 81, 34] train_loss=0.002065 val_loss=0.004071 best=0.004071 es=0/10
[2026-06-13 20:44:37] Epoch 1 | architecture=[81, 81, 34] train_loss=0.001426 val_loss=0.003041 best=0.003041 es=0/10
[2026-06-13 20:44:37] Epoch 1 | architecture=[81, 81, 34] train_loss=0.001336 val_loss=0.001849 best=0.001849 es=0/10
[2026-06-13 20:44:37] Epoch 1 | architecture=[81, 81, 34] train_loss=0.001799 val_loss=0.001794 best=0.001794 es=0/10
[2026-06-13 20:44:38] Epoch 1 | architecture=[81, 81, 34] train_loss=0.001837 val_loss=0.002519 best=0.002519 es=0/10
[2026-06-13 20:44:38] Epoch 1 | architecture=[81, 81, 34] train_loss=0.001177 val_loss=0.002042 best=0.002042 es=0/10
[2026-06-13 20:44:38] Epoch 1 | architecture=[81, 81, 34] train_loss=0.001110 val_loss=0.001821 best=0.001821 es=0/10
[2026-06-13 20:44:38] Epoch 1 | architecture=[81, 81, 34] train_loss=0.001532 val_loss=0.001555 best=0.001555 es=0/10
[2026-06-13 20:44:39] Epoch 1 | architecture=[81, 81, 34] train_loss=0.002295 val_loss=0.001814 best=0.001814 es=0/10
[2026-06-13 20:44:39] Epoch 1 | architecture=[81, 81, 34] train_loss=0.001946 val_loss=0.001337 best=0.001337 es=0/10
[2026-06-13 20:44:39] Epoch 1 | architecture=[81, 81, 34] train_loss=0.000834 val_loss=0.001214 best=0.001214 es=0/10
[2026-06-13 20:44:39] Epoch 1 | architecture=[81, 81, 34] train_loss=0.001570 val_loss=0.001118 best=0.001118 es=0/10
[2026-06-13 20:44:39] Epoch 1 | architecture=[81, 81, 34] train_loss=0.001186 val_loss=0.001154 best=0.001154 es=0/10
[2026-06-13 20:44:40] Epoch 1 | architecture=[81, 81, 34] train_loss=0.002141 val_loss=0.001180 best=0.001180 es=0/10
[2026-06-13 20:44:40] Epoch 1 | architecture=[81, 81, 34] train_loss=0.001514 val_loss=0.001171 best=0.001171 es=0/10
[2026-06-13 20:44:40] Epoch 1 | architecture=[81, 81, 34] train_loss=0.002711 val_loss=0.001191 best=0.001191 es=0/10
[2026-06-13 20:44:40] Epoch 1 | architecture=[81, 81, 34] train_loss=0.000772 val_loss=0.001471 best=0.001471 es=0/10
[2026-06-13 20:44:41] Epoch 1 | architecture=[81, 81, 34] train_loss=0.001340 val_loss=0.001568 best=0.001568 es=0/10
[2026-06-13 20:44:41] Epoch 1 | architecture=[81, 81, 34] train_loss=0.002001 val_loss=0.001194 best=0.001194 es=0/10
[2026-06-13 20:44:41] Epoch 1 | architecture=[81, 81, 34] train_loss=0.000738 val_loss=0.001152 best=0.001152 es=0/10
[2026-06-13 20:44:41] Epoch 1 | architecture=[81, 81, 34] train_loss=0.001676 val_loss=0.001073 best=0.001073 es=0/10
[2026-06-13 20:44:41] Epoch 1 | architecture=[81, 81, 34] train_loss=0.000829 val_loss=0.001233 best=0.001233 es=0/10
[2026-06-13 20:44:42] Epoch 1 | architecture=[81, 81, 34] train_loss=0.001590 val_loss=0.001254 best=0.001254 es=0/10
[2026-06-13 20:44:42] Epoch 1 | architecture=[81, 81, 34] train_loss=0.001432 val_loss=0.001213 best=0.001213 es=0/10
[2026-06-13 20:44:42] Epoch 1 | architecture=[81, 81, 34] train_loss=0.001414 val_loss=0.001141 best=0.001141 es=0/10
[2026-06-13 20:44:42] Epoch 1 | architecture=[81, 81, 34] train_loss=0.002810 val_loss=0.001277 best=0.001277 es=0/10
[2026-06-13 20:44:42] Epoch 1 | architecture=[81, 81, 34] train_loss=0.001032 val_loss=0.001444 best=0.001444 es=0/10
[2026-06-13 20:44:43] Epoch 1 | architecture=[81, 81, 34] train_loss=0.000840 val_loss=0.001166 best=0.001166 es=0/10
[2026-06-13 20:44:43] Epoch 1 | architecture=[81, 81, 34] train_loss=0.002329 val_loss=0.001030 best=0.001030 es=0/10
[2026-06-13 20:44:43] Epoch 1 | architecture=[81, 81, 34] train_loss=0.001131 val_loss=0.001225 best=0.001225 es=0/10
[2026-06-13 20:44:43] Epoch 1 | architecture=[81, 81, 34] train_loss=0.000979 val_loss=0.001074 best=0.001074 es=0/10
