[2026-06-14 03:28:28] Initialized ContinuousLogger for MLPS.tabular.shared.dae_dnn.adp_search (Mode: width_to_depth)
[2026-06-14 03:28:28] Logs: MLPS/tabular/shared/dae_dnn/results/adp/w2d/main_without_denoising_v1/repeat_03/simulation/cand_672_d6_w116/training_log.txt
[2026-06-14 03:28:28] CSV: MLPS/tabular/shared/dae_dnn/results/adp/w2d/main_without_denoising_v1/repeat_03/simulation/cand_672_d6_w116/training_stats.csv
[2026-06-14 03:28:29] Epoch 1 | architecture=[116, 116, 116, 116, 116, 93] train_loss=0.006565 val_loss=0.008564 best=0.008564 es=0/10
[2026-06-14 03:28:29] Epoch 1 | architecture=[116, 116, 116, 116, 116, 93] train_loss=0.001907 val_loss=0.003426 best=0.003426 es=0/10
[2026-06-14 03:28:30] Epoch 1 | architecture=[116, 116, 116, 116, 116, 93] train_loss=0.003174 val_loss=0.001144 best=0.001144 es=0/10
[2026-06-14 03:28:30] Epoch 1 | architecture=[116, 116, 116, 116, 116, 93] train_loss=0.001810 val_loss=0.001128 best=0.001128 es=0/10
[2026-06-14 03:28:30] Epoch 1 | architecture=[116, 116, 116, 116, 116, 93] train_loss=0.002574 val_loss=0.003851 best=0.003851 es=0/10
[2026-06-14 03:28:30] Epoch 1 | architecture=[116, 116, 116, 116, 116, 93] train_loss=0.001145 val_loss=0.003912 best=0.003912 es=0/10
[2026-06-14 03:28:31] Epoch 1 | architecture=[116, 116, 116, 116, 116, 93] train_loss=0.001460 val_loss=0.001664 best=0.001664 es=0/10
[2026-06-14 03:28:31] Epoch 1 | architecture=[116, 116, 116, 116, 116, 93] train_loss=0.002816 val_loss=0.000808 best=0.000808 es=0/10
[2026-06-14 03:28:31] Epoch 1 | architecture=[116, 116, 116, 116, 116, 93] train_loss=0.001243 val_loss=0.000686 best=0.000686 es=0/10
[2026-06-14 03:28:32] Epoch 1 | architecture=[116, 116, 116, 116, 116, 93] train_loss=0.000799 val_loss=0.000481 best=0.000481 es=0/10
[2026-06-14 03:28:32] Epoch 1 | architecture=[116, 116, 116, 116, 116, 93] train_loss=0.001045 val_loss=0.000697 best=0.000697 es=0/10
[2026-06-14 03:28:32] Epoch 1 | architecture=[116, 116, 116, 116, 116, 93] train_loss=0.002415 val_loss=0.000951 best=0.000951 es=0/10
[2026-06-14 03:28:33] Epoch 1 | architecture=[116, 116, 116, 116, 116, 93] train_loss=0.001857 val_loss=0.000377 best=0.000377 es=0/10
[2026-06-14 03:28:33] Epoch 1 | architecture=[116, 116, 116, 116, 116, 93] train_loss=0.001181 val_loss=0.000425 best=0.000425 es=0/10
[2026-06-14 03:28:33] Epoch 1 | architecture=[116, 116, 116, 116, 116, 93] train_loss=0.000461 val_loss=0.000654 best=0.000654 es=0/10
[2026-06-14 03:28:33] Epoch 1 | architecture=[116, 116, 116, 116, 116, 93] train_loss=0.004928 val_loss=0.001031 best=0.001031 es=0/10
[2026-06-14 03:28:34] Epoch 1 | architecture=[116, 116, 116, 116, 116, 93] train_loss=0.000505 val_loss=0.000345 best=0.000345 es=0/10
[2026-06-14 03:28:34] Epoch 1 | architecture=[116, 116, 116, 116, 116, 93] train_loss=0.001338 val_loss=0.000714 best=0.000714 es=0/10
[2026-06-14 03:28:34] Epoch 1 | architecture=[116, 116, 116, 116, 116, 93] train_loss=0.000570 val_loss=0.001121 best=0.001121 es=0/10
[2026-06-14 03:28:35] Epoch 1 | architecture=[116, 116, 116, 116, 116, 93] train_loss=0.002528 val_loss=0.000926 best=0.000926 es=0/10
[2026-06-14 03:28:35] Epoch 1 | architecture=[116, 116, 116, 116, 116, 93] train_loss=0.000893 val_loss=0.000358 best=0.000358 es=0/10
[2026-06-14 03:28:36] Epoch 1 | architecture=[116, 116, 116, 116, 116, 93] train_loss=0.000516 val_loss=0.000493 best=0.000493 es=0/10
[2026-06-14 03:28:36] Epoch 1 | architecture=[116, 116, 116, 116, 116, 93] train_loss=0.000762 val_loss=0.000679 best=0.000679 es=0/10
